20191226,南京房产网,南京小区,浦口小区,泰山街道小区,浦源小区,(浦口泰山街道)泰冯路117号,浦源小区,0位用户已关注,21071元/㎡9月参考均价,2002年建成,塔板结合,1.2元/平米/月,南京苏宁物业管理有限公司,南京苏宁房地产开发有限公司,2栋,48户,暂无门店信息,118.72598,32.173414
20191226,南京房产网,南京小区,鼓楼小区,挹江门小区,圣淘沙花城,(鼓楼挹江门)虎踞北路,圣淘沙花城,148位用户已关注,30569元/㎡11月参考均价,2003年建成,塔楼/板楼,1至1.5元/平米/月,南京长发联合置业有限公司,南京长发房地产开发有限责任公司,6栋,1511户,天津新村店/虎踞北路34号,118.7599708,32.07955544
20191226,南京房产网,南京小区,江宁小区,江宁大学城小区,万裕龙庭水岸,(江宁江宁大学城)龙眠大道668号,万裕龙庭水岸,659位用户已关注,25709元/㎡11月参考均价,2003年建成,板楼,1.6至3元/平米/月,万裕（深圳）物业管理有限公司南京分公司,南京市万裕(南京)房地产开发有限公司,75栋,3061户,天御溪岸店/南京市江宁区天御溪岸花园9栋119室,118.9135197,31.91402036
20191226,南京房产网,南京小区,栖霞小区,马群小区,中垠紫金观邸,(栖霞马群)马群街道中垠紫金观邸,中垠紫金观邸,461位用户已关注,31251元/㎡11月参考均价,2016年建成,板楼,1.9元/平米/月,兖矿东华物业管理有限公司南京分公司,江苏中垠青旅投资发展有限公司,14栋,1638户,马群旗舰店/栖霞区马群新街4号,118.90219,32.054992
20191226,南京房产网,南京小区,玄武小区,北京东路小区,九华山18号,(玄武北京东路)北京东路九华山18号,九华山18号,4位用户已关注,暂无参考均价,1995年建成,塔板结合,暂无信息,南京玄武物业管理有限公司,南京市玄武区城建发展有限责任公司,1栋,6户,北京东路店/北京东路71号,118.81242,32.065425
20191226,南京房产网,南京小区,秦淮小区,夫子庙小区,新姚家巷,(秦淮夫子庙)新姚家巷 新姚家巷20号,新姚家巷,19位用户已关注,35763元/㎡11月参考均价,1986年建成,板楼/塔板结合,暂无信息,无物业管理服务,南京白鹭湖房地产开发有限公司,23栋,504户,瑞北街店B店/秦淮区瑞金北村32-2号,118.798934,32.029202
20191226,南京房产网,南京小区,江宁小区,将军大道小区,托乐嘉吉邻居,(江宁将军大道)将军大道9号,托乐嘉吉邻居,306位用户已关注,30127元/㎡11月参考均价,2009年建成,塔楼/板楼,2.48元/平米/月,南京万科物业管理有限公司,南京筑诚置业发展有限公司,9栋,736户,托乐嘉商业街店/将军大道,118.7912953,31.95629823
20191226,南京房产网,南京小区,鼓楼小区,华侨路小区,华侨路26号,(鼓楼华侨路)华侨路26号,华侨路26号,9位用户已关注,暂无参考均价,1992年建成,板楼,1元/平米/月,街道办事处（委员会）代管物业,鼓楼区房产开发公司,7栋,242户,五台山店/江苏省南京市鼓楼区上海路40号,118.7881879,32.05269103
20191226,南京房产网,南京小区,栖霞小区,迈皋桥小区,星叶瑜憬湾,(栖霞迈皋桥)迈皋桥街道网板路8号,星叶瑜憬湾,132位用户已关注,33846元/㎡11月参考均价,2007年建成,板楼,1.9元/平米/月,南京栖霞建设集团物业有限公司,南京栖霞建设股份有限公司,22栋,1974户,月苑店B店/营苑南路109号,118.8316622,32.10975646
20191226,南京房产网,南京小区,玄武小区,北京东路小区,北京东路57号,(玄武北京东路)北京东路57号,北京东路57号,4位用户已关注,暂无参考均价,1988年建成,板楼,0.5元/平米/月,江苏银刃物业管理有限公司,先棉祠街65号小区投资有限公司,4栋,123户,北京东路店/北京东路71号,118.8075365,32.06403492
20191226,南京房产网,南京小区,江宁小区,百家湖小区,瑞鸿名邸,(江宁百家湖)庄排路179号,瑞鸿名邸,289位用户已关注,31261元/㎡11月参考均价,2012年建成,塔楼,1.7元/平米/月,南京景枫物业管理有限公司,南京景山置业有限公司,3栋,504户,小龙湾旗舰店B店/南京市江宁区秣陵街道庄排路158号紫元府3栋102,118.8343899,31.93500646
20191226,南京房产网,南京小区,栖霞小区,仙林小区,依云溪谷三期,(栖霞仙林)汇通路8号,依云溪谷三期,36位用户已关注,38592元/㎡11月参考均价,2008年建成,板楼,2.5元/平米/月,南京招商局物业管理有限公司,招商局地产（南京）有限公司,33栋,75户,暂无门店信息,118.9293337,32.0929966
20191226,南京房产网,南京小区,浦口小区,江浦街道小区,风华府,(浦口江浦街道)浦云路悦风华,风华府,17位用户已关注,32412元/㎡9月参考均价,1998年建成,板楼,1.5元/平米/月,上海金地物业服务有限公司南京分公司,金地集团南京置业发展有限公司,17栋,542户,中海万锦熙岸店/团结路10号,118.640475,32.052466
20191226,南京房产网,南京小区,秦淮小区,大光路小区,御道街115号,(秦淮大光路)御道街115号,御道街115号,7位用户已关注,暂无参考均价,1985年建成,板楼,1元/平米/月,南京新中海物业管理有限责任公司,玄武区城镇建设综合开发公司第六分公司,2栋,36户,鑫园旗舰店B店/秦淮区光华路2-1,118.822598,32.028112
20191226,南京房产网,南京小区,鼓楼小区,凤凰西街小区,辰龙绿苑西苑,(鼓楼凤凰西街)锦江路77号 锦江路95号,辰龙绿苑西苑,249位用户已关注,63615元/㎡11月参考均价,2008年建成,板楼/塔板结合,1.5元/平米/月,南京昊海物业管理有限公司,南京晟铮房地产开发有限公司,3栋,281户,育才公寓店B店/鼓楼区育才公寓85号102室,118.73955,32.051043
20191226,南京房产网,南京小区,鼓楼小区,定淮门大街小区,百合果园,(鼓楼定淮门大街)江东北路421号,百合果园,471位用户已关注,54179元/㎡11月参考均价,1999年建成,塔楼/板楼/塔板结合,0.6元/平米/月,街道办事处（委员会）代管物业,南京新型建材房地产开发公司,19栋,1192户,新河一村店/江苏省南京市玄武区北京东路42-2号,118.74432,32.075967
20191226,南京房产网,南京小区,雨花台小区,梅山小区,永安花苑,(雨花台梅山)雄风路518号,永安花苑,19位用户已关注,16309元/㎡11月参考均价,1995年建成,板楼,0.8元/平米/月,街道办事处（委员会）代管物业,南京雨花房地产开发有限公司,35栋,1292户,暂无门店信息,118.634879,31.90033824
20191226,南京房产网,南京小区,秦淮小区,新街口小区,淮海路63号,(秦淮新街口)淮海路63号,淮海路63号,3位用户已关注,31609元/㎡11月参考均价,1982年建成,板楼,0.5元/平米/月,业主自筹物业,无开发商,3栋,63户,游府西街新店B店/秦淮区游府西街43-2号,118.798438,32.043211
20191226,南京房产网,南京小区,建邺小区,应天西路小区,长虹路389号,(建邺应天西路)长虹路389号,长虹路389号,30位用户已关注,26815元/㎡11月参考均价,1979年建成,板楼,0.35元/平米/月,街道办事处（委员会）代管物业,江苏省八达房地产开发有限公司,11栋,353户,集庆门大街店/长虹路285号,118.7701428,32.0191272
20191226,南京房产网,南京小区,建邺小区,奥体小区,五矿御江金城,(建邺奥体)梦都大街188号 螺丝桥大街136号 梦都大街184-2号 螺丝桥大街142号,五矿御江金城,520位用户已关注,46332元/㎡11月参考均价,2012年建成,板楼,1.9至3.5元/平米/月,南京五矿悦居物业管理有限公司,五矿地产南京有限公司,16栋,1166户,御江金城店/螺丝桥大街140,118.7196409,32.02381449
20191226,南京房产网,南京小区,江宁小区,岔路口小区,秦湾景园,(江宁岔路口)宏运大道,秦湾景园,169位用户已关注,27487元/㎡11月参考均价,2017年建成,板楼,1元/平米/月,南京紫竹物业管理股份有限公司江宁分公司,无开发商,16栋,1584户,南方花园社区店/南京市江宁区东山街道双龙大道833号南方花园C组团B栋104室链家,118.828796,31.969858
20191226,南京房产网,南京小区,溧水小区,溧水城西小区,华洲青林湾,(溧水溧水城西)天生桥大道218号,华洲青林湾,0位用户已关注,暂无参考均价,2018年建成,板楼,1.35元/平米/月,南京秦环物业管理有限公司,南京华洲置业有限公司,4栋,77户,暂无门店信息,119.010775,31.645897
20191226,南京房产网,南京小区,浦口小区,江浦街道小区,珠江路7号,(浦口江浦街道)珠江路7号,珠江路7号,5位用户已关注,23935元/㎡11月参考均价,1998年建成,板楼/塔板结合,暂无信息,无物业管理服务,苍南县中富房地产开发有限公司,3栋,50户,珠泉路店B店/浦口区江浦街道珠泉路8号25幢106室,118.643458,32.069005
20191226,南京房产网,南京小区,建邺小区,万达广场小区,蓝瑟公寓,(建邺万达广场)江东中路,蓝瑟公寓,123位用户已关注,44082元/㎡11月参考均价,2012年建成,板楼,1.95元/平米/月,南京银城物业服务股份有限公司,南京长发都市房地产开发有限公司,1栋,200户,万达金街店B店/建邺区云锦路80-9号,118.74679,32.035563
