北京,30319.98
天津,18809.64
河北,36010.27
山西,16818.11
内蒙古,17289.22
辽宁,25315.35
吉林,15074.62
黑龙江,16361.62
上海,32679.87
江苏,92595.4
浙江,56197.15
安徽,30006.82
福建,35804.04
江西,21984.78
山东,76469.67
河南,48055.86
湖北,39366.55
湖南,36425.78
广东,97277.77
广西,20352.51
海南,4832.05
重庆,20363.19
四川,40678.13
贵州,14806.45
云南,17881.12
西藏,1477.63
陕西,24438.32
甘肃,8246.07
青海,2865.23
宁夏,3705.18
新疆,12199.08
