北京,2154
天津,1560
河北,7556
山西,3718
内蒙古,2534
辽宁,4359
吉林,2704
黑龙江,3773
上海,2424
江苏,8051
浙江,5737
安徽,6324
福建,3941
江西,4648
山东,10047
河南,9605
湖北,5917
湖南,6899
广东,11346
广西,4926
海南,934
重庆,3102
四川,8341
贵州,3600
云南,4830
西藏,344
陕西,3864
甘肃,2637
青海,603
宁夏,688
新疆,2487
