"DAY","STOCK_CODE","STOCK_NAME","CURRENT_PRICE","CHANGEMOUNT","CHANGEPERCENT","VOLUME","TURNOVER","AMPLITUDE","MAXIMUM","MINIMUM","OPEN_TODAY","CLOSE_YESTERDAY","QUANTITY_RELATIVE_RATIO","TURNOVER_RATE","PE","PB","TOTAL_MARKET_VALUE","CURRENT_MARKET","UP_DOWN_60","UP_DOWN_THIS_YEAR"
"20190902","300122","智飞生物","51.45","3.66","7.66%","172129","873530000","8.37%","52.18","48.18","48.18","47.79","1.39","1.97","35.89","18.18","82320001221","45058316953","36.15%","42.72%"
"20190902","300661","圣邦股份","155.02","11.02","7.65%","19737","299611344","12.71%","158.40","140.10","143.00","144.00","1.40","3.57","132.87","17.86","16025084893","8572799701","61.63%","133.25%"
"20190902","601595","上海电影","20.26","1.44","7.65%","88456","176546219","8.02%","20.51","19.00","19.30","18.82","1.95","2.37","55.40","3.41","7567110085","7567110085","50.07%","65.46%"
"20190902","300551","古鳌科技","18.40","1.30","7.60%","66938","118013214","14.39%","18.72","16.26","16.26","17.10","1.75","10.31","-","3.94","2072575957","1195129655","14.49%","62.3%"
"20190902","300413","芒果超媒","47.00","3.31","7.58%","107650","496103840","10.41%","47.88","43.33","44.11","43.69","2.32","2.26","30.63","5.84","49222201783","22358342928","20.76%","30.95%"
"20190902","603520","司太立","27.43","1.93","7.57%","51363","136720631","7.88%","27.51","25.50","26.10","25.50","1.36","3.06","24.73","4.90","4605452834","4605452834","-9.92%","7.32%"
"20190902","300207","欣旺达","13.54","0.95","7.55%","452723","596549824","9.37%","13.70","12.52","12.55","12.59","2.01","3.27","45.83","3.85","20956510569","18720645934","14.26%","57.63%"
"20190902","600756","浪潮软件","23.01","1.60","7.47%","316076","704673920","8.41%","23.10","21.30","21.60","21.41","1.52","9.75","-","3.14","7457512381","7457512358","-10.47%","52.28%"
"20190902","300158","振东制药","6.34","0.44","7.46%","398817","246929959","9.32%","6.45","5.90","5.91","5.90","2.37","3.96","30.79","1.20","6549566702","6389646614","22.67%","59.05%"
"20190902","300151","昌红科技","9.28","0.64","7.41%","154187","142329548","7.87%","9.50","8.82","8.84","8.64","1.33","5.37","75.81","5.32","4663199866","2663641144","50.41%","78.46%"
"20190902","300078","思创医惠","12.07","0.83","7.38%","309600","370778528","8.81%","12.30","11.31","11.31","11.24","1.80","4.25","54.57","4.30","9751175735","8802558080","27.5%","19.21%"
"20190902","002535","林州重机","3.65","0.25","7.35%","512562","186261216","9.71%","3.74","3.41","3.48","3.40","3.63","9.00","285.29","1.05","2926143297","2077958778","1.67%","13.35%"
"20190902","600167","联美控股","12.50","0.85","7.30%","74559","91308284","8.50%","12.56","11.57","11.65","11.65","1.92","0.33","17.54","4.31","28601493438","28601493400","29.79%","40.63%"
"20190902","002732","燕塘乳业","23.88","1.62","7.28%","44504","104481889","10.83%","24.45","22.04","22.20","22.26","2.20","2.86","28.25","3.96","3757517868","3715252060","46.06%","43.25%"
"20190902","000892","欢瑞世纪","3.84","0.26","7.26%","117970","44051503","10.34%","3.91","3.54","3.60","3.58","1.96","2.19","103.21","1.09","3766964932","2066596654","-4.37%","-23.46%"
"20190902","300397","天和防务","23.45","1.58","7.22%","222522","516118944","10.01%","23.97","21.78","22.07","21.87","1.34","14.41","63.84","5.14","5628000183","3621400033","18.56%","148.95%"
"20190902","603226","菲林格尔","27.98","1.88","7.20%","42753","114658949","7.05%","28.10","26.26","26.26","26.10","2.78","11.22","51.25","5.08","4235136419","1066369993","26.1%","67.31%"
"20190902","300436","广生堂","40.53","2.72","7.19%","78285","309572112","10.31%","41.35","37.45","38.10","37.81","1.62","6.97","250.29","10.02","5674199829","4555243570","65.7%","68.24%"
"20190902","300274","阳光电源","12.87","0.86","7.16%","442923","562167360","9.91%","13.21","12.02","12.16","12.01","1.29","4.12","28.21","2.34","18766372315","13828996293","37.26%","48.96%"
"20190902","300394","天孚通信","33.39","2.22","7.12%","53629","175200673","6.96%","33.47","31.30","31.37","31.17","1.66","3.05","42.93","6.15","6642670253","5868261006","19.23%","31.06%"
"20190902","002214","大立科技","11.02","0.73","7.09%","338857","368971488","7.87%","11.15","10.34","10.34","10.29","2.02","9.48","43.19","4.66","5054506869","3937682080","30.57%","99.28%"
"20190902","600446","金证股份","21.87","1.44","7.05%","723612","1550283376","8.57%","22.20","20.45","20.48","20.43","1.65","8.48","87.01","10.58","18659714001","18659713914","34.19%","130.64%"
"20190902","000550","江铃汽车","15.20","1.00","7.04%","91138","135544196","10.35%","15.58","14.11","14.11","14.20","1.51","1.76","111.45","1.26","13120852635","7880091152","-35.86%","19.22%"
"20190902","603131","上海沪工","15.68","1.03","7.03%","45289","69923936","7.44%","15.78","14.69","14.69","14.65","2.46","6.47","98.43","4.32","4985836368","1097600021","-22.38%","3.36%"
"20190902","300569","天能重工","14.47","0.95","7.03%","64671","92873050","9.25%","14.76","13.51","13.51","13.52","1.24","5.10","19.35","1.77","3256010520","1836422100","34.01%","13.77%"
