"DAY","STOCK_CODE","STOCK_NAME","CURRENT_PRICE","CHANGEMOUNT","CHANGEPERCENT","VOLUME","TURNOVER","AMPLITUDE","MAXIMUM","MINIMUM","OPEN_TODAY","CLOSE_YESTERDAY","QUANTITY_RELATIVE_RATIO","TURNOVER_RATE","PE","PB","TOTAL_MARKET_VALUE","CURRENT_MARKET","UP_DOWN_60","UP_DOWN_THIS_YEAR"
"20190906","001979","招商蛇口","20.03","-0.05","-0.25%","103589","207027025","1.94%","20.29","19.90","20.28","20.08","0.80","0.13","16.18","2.69","158519003177","158510433842","-4.71%","19.07%"
"20190906","002900","哈三联","11.98","-0.03","-0.25%","13228","15799183","1.58%","12.03","11.84","12.03","12.01","0.92","1.11","16.21","2.11","3792868454","1430730014","0.93%","0.5%"
"20190906","000839","中信国安","4.05","-0.01","-0.25%","516249","209015291","2.22%","4.11","4.02","4.08","4.06","0.66","1.32","50.88","1.71","15875297473","15871979907","-1.7%","19.12%"
"20190906","600328","兰太实业","8.11","-0.02","-0.25%","50518","40912295","1.35%","8.16","8.05","8.14","8.13","0.86","1.15","8.44","1.40","3552431852","3552431844","-5.27%","18.27%"
"20190906","300242","佳云科技","4.01","-0.01","-0.25%","52028","20914034","2.24%","4.06","3.97","4.02","4.02","0.69","0.90","69.87","2.43","2544566593","2326547212","1.52%","-5.2%"
"20190906","600023","浙能电力","4.05","-0.01","-0.25%","240494","97320017","0.99%","4.07","4.03","4.06","4.06","0.92","0.18","10.99","0.89","55082797046","55082796770","-11.6%","-13.12%"
"20190906","601666","平煤股份","4.00","-0.01","-0.25%","142875","57208046","1.25%","4.03","3.98","4.02","4.01","0.83","0.61","7.93","0.69","9444659928","9444659904","-0.75%","14.33%"
"20190906","000717","韶钢松山","3.96","-0.01","-0.25%","130481","51796211","1.51%","4.00","3.94","3.97","3.97","0.56","0.54","4.76","1.33","9581316756","9581316780","-6.6%","-11.41%"
"20190906","300411","金盾股份","8.11","-0.02","-0.25%","38807","31401000","2.21%","8.20","8.02","8.19","8.13","0.37","2.62","1709.57","2.27","3700999065","1199649875","0.75%","7.28%"
"20190906","000155","川能动力","4.00","-0.01","-0.25%","71676","28608041","1.75%","4.03","3.96","4.03","4.01","1.03","0.56","11.04","1.44","5080000000","5080000000","-5%","11.76%"
"20190906","002245","澳洋顺昌","3.83","-0.01","-0.26%","69593","26601721","2.34%","3.88","3.79","3.86","3.84","0.94","0.76","74.27","1.92","3758424035","3501342176","-13.47%","-2.32%"
"20190906","603012","创力集团","11.65","-0.03","-0.26%","32903","38337346","1.37%","11.74","11.58","11.70","11.68","0.65","0.52","34.22","2.64","7415923757","7415923757","7.77%","45.62%"
"20190906","300145","中金环境","3.80","-0.01","-0.26%","308270","117384869","2.89%","3.86","3.75","3.83","3.81","0.98","2.19","15.17","1.45","7309065205","5356657469","-9.98%","20.38%"
"20190906","002353","杰瑞股份","26.38","-0.07","-0.26%","92677","244643434","2.16%","26.67","26.10","26.40","26.45","0.67","1.39","25.27","2.85","25268187505","17569861555","28.56%","75.75%"
"20190906","000923","河北宣工","15.25","-0.04","-0.26%","23188","35457858","1.96%","15.45","15.15","15.35","15.29","0.64","1.17","22.03","1.49","9954116655","3019500000","-5.92%","11.8%"
"20190906","600337","美克家居","3.86","-0.01","-0.26%","79631","30787672","1.81%","3.91","3.84","3.91","3.87","0.71","0.46","15.82","1.54","6835722975","6671281051","-4.93%","-2.53%"
"20190906","000919","金陵药业","7.70","-0.02","-0.26%","31772","24434044","1.17%","7.74","7.65","7.73","7.72","0.89","0.63","8.54","1.35","3880799904","3871477360","2.4%","24.84%"
"20190906","002328","新朋股份","3.88","-0.01","-0.26%","82885","32169517","2.57%","3.93","3.83","3.89","3.89","0.88","1.51","32.03","1.18","2955667687","2136036908","-10.19%","-32.05%"
"20190906","601600","中国铝业","3.71","-0.01","-0.27%","426752","158282101","1.88%","3.75","3.68","3.74","3.72","0.85","0.39","44.74","1.28","63154117298","40660978325","-5.12%","6%"
"20190906","600088","中视传媒","14.86","-0.04","-0.27%","132107","197576735","3.29%","15.20","14.71","14.92","14.90","0.65","3.32","46.48","5.04","5909916967","5909916967","9.18%","78.39%"
"20190906","002593","日上集团","3.71","-0.01","-0.27%","38478","14304596","1.34%","3.74","3.69","3.73","3.72","0.75","0.82","30.39","1.39","2601118127","1733022222","-4.12%","21.57%"
"20190906","000937","冀中能源","3.66","-0.01","-0.27%","74524","27257572","1.63%","3.69","3.63","3.68","3.67","0.82","0.26","14.14","0.64","12932781774","10638155664","-4.94%","-2.4%"
"20190906","603900","莱绅通灵","11.24","-0.03","-0.27%","9503","10666455","1.06%","11.30","11.18","11.27","11.27","0.69","1.12","15.16","1.65","3826925884","956731471","-6.33%","-4.91%"
"20190906","300420","五洋停车","7.47","-0.02","-0.27%","328626","243706494","2.80%","7.53","7.32","7.49","7.49","0.71","7.00","32.92","3.39","5345759603","3504892109","42.83%","50.3%"
"20190906","002637","赞宇科技","7.35","-0.02","-0.27%","29744","21849469","1.36%","7.42","7.32","7.34","7.37","0.78","0.80","8.34","1.25","3112357460","2726353222","7.3%","4.7%"
"20190906","603725","天安新材","7.46","-0.02","-0.27%","13465","10008550","1.47%","7.50","7.39","7.45","7.48","0.65","1.02","382.46","1.91","1531925928","981457404","-1.19%","-32.91%"
"20190906","603116","红蜻蜓","7.34","-0.02","-0.27%","10472","7675237","1.09%","7.37","7.29","7.37","7.36","0.79","0.18","19.32","1.22","4229313960","4229313960","-2.66%","6.55%"
