"DAY","STOCK_CODE","STOCK_NAME","CURRENT_PRICE","CHANGEMOUNT","CHANGEPERCENT","VOLUME","TURNOVER","AMPLITUDE","MAXIMUM","MINIMUM","OPEN_TODAY","CLOSE_YESTERDAY","QUANTITY_RELATIVE_RATIO","TURNOVER_RATE","PE","PB","TOTAL_MARKET_VALUE","CURRENT_MARKET","UP_DOWN_60","UP_DOWN_THIS_YEAR"
"20190903","300280","紫天科技","20.46","1.86","10.00%","273389","545515648","11.08%","20.46","18.40","18.40","18.60","1.35","21.36","51.42","1.98","3315864974","2618879883","6.56%","-36.02%"
"20190903","300604","长川科技","24.75","2.25","10.00%","145088","348452688","8.44%","24.75","22.85","22.85","22.50","1.18","11.45","3257.97","14.85","7011475292","3136144943","-28.26%","-17.44%"
"20190903","002467","二六三","5.94","0.54","10.00%","583249","338565584","9.81%","5.94","5.41","5.45","5.40","1.11","5.06","62.61","4.10","8041008835","6853443192","-12.52%","15.34%"
"20190903","603936","博敏电子","23.42","2.13","10.00%","274071","608071648","10.19%","23.42","21.25","21.85","21.29","1.32","10.75","35.60","3.13","7378196612","5971609698","87.96%","65.98%"
"20190903","300337","银邦股份","4.07","0.37","10.00%","52347","21305147","0.00%","4.07","4.07","4.07","3.70","0.26","0.74","-","2.35","3345214541","2880625454","9.12%","17.97%"
"20190903","300789","唐源电气","75.02","6.82","10.00%","947","7100793","0.00%","75.02","75.02","75.02","68.20","3.60","0.82","41.59","5.27","3449626426","862729961","46.41%","46.41%"
"20190903","300379","东方通","26.50","2.41","10.00%","316355","821480368","6.72%","26.50","24.88","25.00","24.09","1.43","13.73","82.38","5.00","7341340262","6107649166","28.27%","87.81%"
"20190903","300672","国科微","39.09","3.55","9.99%","132541","508719856","8.67%","39.09","36.01","36.75","35.54","2.79","12.10","-","6.77","7035983547","4282068136","-22.75%","9.56%"
"20190903","300114","中航电测","12.44","1.13","9.99%","556826","671927264","6.45%","12.44","11.71","11.98","11.31","2.93","9.43","29.54","4.73","7349060360","7349060322","40.41%","72.3%"
"20190903","603032","德新交运","26.54","2.41","9.99%","72473","188878201","9.03%","26.54","24.36","24.36","24.13","1.81","9.24","446.52","6.34","4246612466","2080948392","-3.1%","-10.55%"
"20190903","002898","赛隆药业","15.08","1.37","9.99%","36561","54502353","9.92%","15.08","13.72","13.72","13.71","3.22","6.11","59.65","3.70","2412799988","902357443","10.88%","-0.13%"
"20190903","600198","大唐电信","11.67","1.06","9.99%","606915","696429200","10.84%","11.67","10.52","10.56","10.61","2.43","6.89","-","-83.49","10294205936","10274906836","-21.47%","69.38%"
"20190903","000070","特发信息","13.56","1.23","9.98%","1580380","2118202656","8.43%","13.56","12.52","12.68","12.33","1.61","20.32","80.85","4.27","10835207574","10545913684","2.11%","73.62%"
"20190903","000020","深华发A","12.46","1.13","9.97%","48763","59465891","11.56%","12.46","11.15","11.15","11.33","1.76","2.69","683.65","10.80","3528188899","2257320779","13.69%","19.01%"
"20190903","002771","真视通","12.35","1.12","9.97%","11483","14181863","0.00%","12.35","12.35","12.35","11.23","0.49","0.89","126.41","3.87","2592185793","1586442381","12.79%","11.06%"
"20190903","300208","青岛中程","9.38","0.85","9.96%","518485","481329232","5.04%","9.38","8.95","9.16","8.53","8.00","8.10","-","3.38","7030075586","6001254436","22.29%","57.91%"
"20190903","300591","万里马","7.62","0.69","9.96%","241415","182025305","4.62%","7.62","7.30","7.52","6.93","5.26","21.10","92.61","4.69","2377439964","871727987","22.51%","31.38%"
"20190903","002730","电光科技","8.28","0.75","9.96%","41529","33435036","10.62%","8.28","7.48","7.54","7.53","4.06","1.43","34.07","2.77","2671740634","2405331709","5.34%","22.49%"
"20190903","600052","浙江广厦","4.65","0.42","9.93%","546255","248809140","9.46%","4.65","4.25","4.25","4.23","1.76","6.27","1.73","1.16","4053819361","4053819342","50%","59.25%"
"20190903","002164","宁波东力","4.32","0.39","9.92%","352207","150585187","8.14%","4.32","4.00","4.02","3.93","4.51","8.08","21.55","4.67","3021180378","1884060732","-9.62%","53.19%"
"20190903","000727","华东科技","2.33","0.21","9.91%","1276741","288801104","9.91%","2.33","2.12","2.13","2.12","1.93","4.36","-","1.19","10553890718","6828428033","6.39%","59.59%"
"20190903","300344","太空智造","4.55","0.41","9.90%","141394","64067052","3.14%","4.55","4.42","4.42","4.14","1.89","4.76","91.74","3.81","2257322726","1350402637","-34.06%","-30.43%"
"20190903","002713","东易日盛","9.24","0.81","9.61%","21423","18220996","11.27%","9.24","8.29","8.30","8.43","1.61","0.53","-","4.30","3883086647","3709191523","-51.71%","-46.87%"
"20190903","603226","菲林格尔","30.55","2.57","9.19%","17246","50755725","10.94%","30.56","27.50","27.90","27.98","0.99","4.53","55.95","5.54","4624139260","1164317477","54.29%","91.66%"
"20190903","688188","柏楚电子","170.27","14.24","9.13%","47760","801499456","11.86%","174.00","155.50","156.05","156.03","2.30","20.85","71.97","8.43","17027000427","3900778358","-30.21%","-30.18%"
"20190903","300551","古鳌科技","20.08","1.68","9.13%","106878","207866670","8.15%","20.10","18.60","18.60","18.40","2.21","16.45","-","4.30","2261811191","1304250211","27.41%","77.7%"
"20190903","300123","亚光科技","8.60","0.71","9.00%","673773","550221824","11.28%","8.65","7.76","7.92","7.89","1.96","11.65","57.43","1.81","8665625462","4972601129","-2.49%","-7.33%"
"20190903","603978","深圳新星","40.31","3.32","8.98%","71951","278026912","9.89%","40.69","37.03","38.00","36.99","1.29","9.45","55.74","4.39","6449600220","3068465025","77.58%","111.71%"
"20190903","300098","高新兴","7.22","0.59","8.90%","1126515","804668304","9.50%","7.29","6.66","6.69","6.63","2.86","8.53","34.40","2.19","12735086750","9529666864","-11.4%","3.29%"
"20190903","600183","生益科技","27.50","2.21","8.74%","1034595","2724014800","9.29%","27.50","25.15","25.16","25.29","1.14","4.55","49.77","9.34","62595261850","62595261960","96.2%","173.63%"
"20190903","688099","晶晨股份","94.96","7.60","8.70%","82573","767835120","10.03%","95.90","87.14","87.20","87.36","1.90","22.12","183.65","14.29","39039954824","3544426597","-33.76%","-33.76%"
"20190903","300474","景嘉微","49.97","3.98","8.65%","126998","610697584","11.37%","50.59","45.36","46.14","45.99","1.86","9.44","98.03","6.72","15059012236","6719206720","25.95%","40.67%"
"20190903","300594","朗进科技","36.22","2.80","8.38%","72362","258292438","10.05%","36.76","33.40","33.46","33.42","3.40","32.56","32.40","4.11","3220200783","805051101","32.86%","32.86%"
"20190903","300502","新易盛","34.16","2.64","8.38%","202194","689325008","10.37%","34.67","31.40","31.80","31.52","2.74","12.80","50.07","6.78","8077444528","5397192629","40.17%","76.8%"
"20190903","300331","苏大维格","24.68","1.84","8.06%","127080","310718624","11.03%","25.12","22.60","23.00","22.84","1.38","9.55","80.18","3.84","5578885465","3284405210","20.27%","120.36%"
"20190903","688002","睿创微纳","53.38","3.95","7.99%","111669","583945312","11.98%","54.62","48.70","49.21","49.43","1.75","21.65","183.60","10.77","23754100475","2752726959","6.33%","6.33%"
"20190903","603133","碳元科技","21.48","1.59","7.99%","164754","345623792","8.50%","21.58","19.89","19.94","19.89","1.68","14.71","-","5.05","4521647304","2405349573","44.26%","38.4%"
"20190903","603496","恒为科技","21.50","1.58","7.93%","96593","202521824","9.74%","21.86","19.92","19.92","19.92","2.80","8.84","41.72","5.52","4357327729","2348414685","-22.34%","-10.65%"
"20190903","300433","蓝思科技","9.42","0.69","7.90%","787627","714629760","9.05%","9.44","8.65","8.71","8.73","2.15","2.01","-","2.35","36990794402","36838459248","34.73%","46.32%"
"20190903","688016","心脉医疗","159.01","11.53","7.82%","32914","513453232","9.93%","160.83","146.18","147.50","147.48","2.06","23.54","67.31","11.34","11445244759","2223095200","0.22%","0.45%"
"20190903","000892","欢瑞世纪","4.14","0.30","7.81%","240644","97067156","10.42%","4.16","3.76","3.83","3.84","3.12","4.47","111.27","1.17","4061259027","2228049496","5.88%","-14.81%"
"20190903","600775","南京熊猫","12.11","0.87","7.74%","677882","808518416","10.59%","12.36","11.17","11.23","11.24","1.56","10.09","130.53","3.29","11066584272","8135964343","-11.1%","35.76%"
"20190903","688022","瀚川智能","68.89","4.93","7.71%","71887","484949824","10.46%","69.80","63.11","63.50","63.96","1.42","29.43","460.25","9.16","7440119934","1682620599","36.42%","36.42%"
"20190903","000066","中国长城","12.63","0.90","7.67%","3694806","4572387328","10.91%","12.90","11.62","11.88","11.73","1.59","14.83","128.96","5.92","36982939664","31457570385","36.01%","173.46%"
"20190903","300618","寒锐钴业","61.98","4.36","7.57%","101037","602099616","8.57%","62.00","57.06","58.00","57.62","1.75","6.33","-","12.53","16660248235","9890643933","0.75%","-14.93%"
"20190903","688007","光峰科技","43.91","3.08","7.54%","118846","512389232","8.62%","44.26","40.74","40.90","40.83","1.88","20.78","148.90","10.75","19827754118","2511340801","12.85%","12.85%"
"20190903","603669","灵康药业","8.48","0.59","7.48%","172345","144017631","7.10%","8.68","8.12","8.35","7.89","7.00","3.38","19.73","3.26","4321407767","4321407767","14.44%","-15.37%"
"20190903","300552","万集科技","43.15","2.93","7.28%","53198","225224427","9.55%","43.91","40.07","40.07","40.22","1.50","12.87","-","6.19","4624066354","1783099164","65.02%","195.25%"
"20190903","600146","商赢环球","20.72","1.40","7.25%","317379","653792112","8.75%","21.25","19.56","20.00","19.32","1.60","15.87","-","9.99","9737778077","4143999863","60.43%","217.79%"
"20190903","300180","华峰超纤","9.98","0.66","7.08%","139355","134140046","8.58%","10.03","9.23","9.24","9.32","1.88","1.36","179.85","3.34","17003459799","10237911632","-22.96%","-9.23%"
"20190903","603888","新华网","24.33","1.58","6.95%","321915","752111632","12.13%","24.77","22.01","22.35","22.75","1.78","18.24","54.32","4.75","12627984289","4293514600","22.75%","87.88%"
"20190903","688020","方邦股份","103.67","6.65","6.85%","31206","318394864","9.58%","105.69","96.40","97.00","97.02","1.72","17.10","64.81","5.69","8293599854","1892304338","1.59%","1.59%"
"20190903","002640","跨境通","7.96","0.51","6.85%","527041","414819792","10.34%","8.18","7.41","7.41","7.45","1.13","4.87","13.48","1.62","12402009046","8615291822","-9.95%","-24.55%"
"20190903","688001","华兴源创","55.77","3.54","6.78%","73609","406306656","9.52%","56.99","52.02","52.25","52.23","1.84","20.31","83.01","12.06","22363770184","2021639093","0.49%","0.49%"
"20190903","688388","嘉元科技","62.87","3.99","6.78%","94464","584374576","8.59%","63.38","58.32","58.88","58.88","1.92","17.88","40.17","6.11","14515173873","3321978632","10.22%","10.22%"
"20190903","688033","天宜上佳","43.57","2.76","6.76%","79549","340955616","8.58%","44.10","40.60","40.78","40.81","1.64","18.31","63.76","8.78","19551479144","1892505853","8.71%","8.71%"
"20190903","300239","东宝生物","4.91","0.31","6.74%","427910","208097453","11.30%","5.06","4.54","4.59","4.60","2.94","9.62","65.17","2.63","2566683311","2184905231","7.28%","30.29%"
"20190903","600668","尖峰集团","14.39","0.90","6.67%","480078","695240816","7.04%","14.84","13.89","14.00","13.49","6.95","13.95","5.20","1.44","4951366403","4951366345","16.28%","26.97%"
"20190903","300133","华策影视","7.21","0.45","6.66%","300847","213158011","8.58%","7.33","6.75","6.80","6.76","3.48","2.18","-","1.84","12658407451","9958603174","12.97%","-10.3%"
"20190903","603232","格尔软件","30.59","1.91","6.66%","54592","160337230","8.51%","30.95","28.51","29.20","28.68","1.34","7.51","241.11","6.13","3709588139","2222712237","22.16%","32.77%"
"20190903","688005","容百科技","47.96","2.98","6.63%","68917","325414256","8.29%","48.43","44.70","44.85","44.98","2.00","16.92","92.57","4.89","21259981766","1953749696","-3.17%","-3.17%"
"20190903","688006","杭可科技","56.26","3.50","6.63%","60343","334964560","9.12%","57.37","52.56","52.76","52.76","1.80","16.40","63.00","10.69","22560259327","2069578723","3%","3%"
"20190903","600452","涪陵电力","18.30","1.10","6.40%","72331","131185376","9.53%","18.84","17.20","17.21","17.20","3.14","2.31","14.68","3.56","5738879761","5738879761","-23.24%","16.71%"
"20190903","002008","大族激光","34.32","2.03","6.29%","303598","1019772208","7.22%","34.44","32.11","32.29","32.29","1.55","3.06","48.25","4.61","36621803842","34093343827","-3.42%","16.82%"
"20190903","000839","中信国安","4.06","0.24","6.28%","1384144","553198512","7.59%","4.13","3.84","3.85","3.82","3.11","3.53","51.00","1.72","15914494765","15911169008","-7.74%","19.12%"
"20190903","002343","慈文传媒","8.31","0.49","6.27%","377774","313953776","8.44%","8.60","7.94","7.95","7.82","5.08","9.39","23.22","2.53","3946832090","3343862797","0.37%","-7.97%"
"20190903","002679","福建金森","16.27","0.96","6.27%","63488","101452038","8.36%","16.59","15.31","15.31","15.31","2.43","2.69","326.23","5.18","3835750228","3835750228","-6.44%","-3.15%"
"20190903","603068","博通集成","118.00","6.93","6.24%","55993","644176960","12.97%","122.18","107.77","112.98","111.07","1.21","16.15","148.77","15.78","16368197012","4092049312","126.97%","339.81%"
"20190903","300458","全志科技","26.16","1.52","6.17%","250436","649000560","10.80%","27.07","24.41","24.48","24.64","2.07","11.75","52.67","4.08","8648777353","5575641887","18.96%","29.5%"
"20190903","300327","中颖电子","30.63","1.77","6.13%","132486","400342128","8.00%","31.03","28.72","28.82","28.86","1.60","5.25","44.33","9.21","7781814582","7733046049","36.32%","68.85%"
"20190903","002670","国盛金控","11.79","0.68","6.12%","851262","978170368","11.16%","12.22","10.98","11.31","11.11","4.50","5.25","40.75","1.94","22814647985","19134060169","1.49%","18.68%"
"20190903","002402","和而泰","15.46","0.89","6.11%","1404801","2166481568","11.39%","16.03","14.37","14.45","14.57","1.12","19.55","38.95","7.59","13225031255","11107900200","75.6%","148.95%"
"20190903","688008","澜起科技","74.39","4.19","5.97%","115703","851613536","8.82%","75.86","69.67","69.83","70.20","1.92","15.55","93.21","12.32","84046854513","5533487905","-0.71%","-0.71%"
"20190903","300214","日科化学","7.63","0.43","5.97%","152289","117748248","4.86%","7.92","7.57","7.88","7.20","4.33","4.50","23.06","1.94","3248950294","2580913462","32.7%","37.73%"
"20190903","688015","交控科技","47.61","2.68","5.96%","57971","273141232","8.37%","48.45","44.69","44.95","44.93","1.48","17.71","117.75","7.70","7617600098","1558664913","25.46%","25.46%"
"20190903","688088","虹软科技","66.60","3.74","5.95%","89851","592054320","9.05%","67.90","62.21","62.21","62.86","1.58","23.64","141.21","11.39","27039599380","2531213195","1.91%","1.98%"
"20190903","002436","兴森科技","7.84","0.44","5.95%","1277912","978169440","6.35%","7.84","7.37","7.42","7.40","0.91","10.12","41.97","4.45","11665195058","9898464572","17.01%","67.52%"
"20190903","300570","太辰光","32.80","1.84","5.94%","84594","273681952","7.14%","33.28","31.07","31.09","30.96","1.36","8.83","36.98","6.10","7543894865","3144086731","47.55%","74.47%"
"20190903","688003","天准科技","48.62","2.72","5.93%","69621","334838992","7.95%","49.30","45.65","45.81","45.90","1.90","15.76","512.28","6.03","9412831793","2147957796","2.36%","2.36%"
"20190903","600719","大连热电","5.36","0.30","5.93%","72138","37858979","7.91%","5.43","5.03","5.07","5.06","4.78","1.78","65.99","2.92","2168653910","2168653910","6.77%","38.86%"
"20190903","688333","铂力特","78.59","4.39","5.92%","49055","380640112","10.24%","80.60","73.00","73.40","74.20","1.63","27.31","-","6.34","6287199707","1411432167","22.17%","22.17%"
"20190903","603738","泰晶科技","22.15","1.23","5.88%","153711","330770592","7.17%","22.18","20.68","20.80","20.92","1.92","24.51","417.80","5.55","3602946913","1388832952","28.78%","76.35%"
"20190903","000536","华映科技","3.07","0.17","5.86%","1172814","355996912","10.34%","3.18","2.88","2.89","2.90","1.93","5.85","-","1.26","8491720521","6150279503","18.53%","68.68%"
"20190903","300136","信维通信","34.67","1.92","5.86%","604459","2068028368","8.03%","35.29","32.66","32.76","32.75","1.39","7.45","45.55","8.31","33582745848","28112667818","43.57%","58.19%"
"20190903","688010","福光股份","77.36","4.27","5.84%","96896","748345856","11.49%","80.98","72.58","73.40","73.09","1.18","27.34","128.34","6.84","11881099204","2742080457","59.3%","59.3%"
"20190903","688011","新光光电","72.30","3.99","5.84%","47905","342070560","9.06%","73.61","67.42","67.97","68.31","1.51","21.03","611.68","6.18","7230000305","1646628304","3.04%","3.04%"
"20190903","688321","微芯生物","75.94","4.18","5.82%","86647","652635152","8.92%","77.80","71.40","71.76","71.76","1.35","21.35","889.07","21.56","31135401001","3081518100","-20.32%","-20.32%"
"20190903","000636","风华高科","13.12","0.72","5.81%","1043421","1368172992","10.00%","13.64","12.40","12.42","12.40","1.07","11.66","19.71","2.14","11745458314","11745064622","3.8%","22.05%"
"20190903","300378","鼎捷软件","17.18","0.94","5.79%","258075","437396240","9.11%","17.65","16.17","16.49","16.24","1.32","9.83","56.58","3.48","4550819610","4511037171","20.32%","73.19%"
"20190903","002384","东山精密","21.15","1.14","5.70%","782253","1604536752","6.55%","21.21","19.90","19.98","20.01","1.39","6.40","42.23","3.89","33979007276","25859399308","49.05%","89.86%"
"20190903","601618","中国中冶","2.97","0.16","5.69%","1890690","551676896","8.54%","3.03","2.79","2.81","2.81","3.81","1.06","9.75","0.90","61549149528","53022279725","-2.65%","-2.93%"
"20190903","002415","海康威视","33.29","1.79","5.68%","723414","2357147296","6.13%","33.33","31.40","31.50","31.50","1.63","0.90","36.90","8.52","311193473985","268783693231","28.77%","28.62%"
"20190903","300118","东方日升","13.09","0.70","5.65%","368694","471862448","6.54%","13.20","12.39","12.50","12.39","1.50","5.30","12.17","1.51","11798801765","9107589822","28.59%","128.85%"
"20190903","603183","建研院","11.93","0.63","5.58%","96156","111322261","8.76%","12.15","11.16","11.20","11.30","2.41","9.25","37.45","2.87","2088575132","1240346754","-6.21%","-32.94%"
"20190903","300581","晨曦航空","25.40","1.34","5.57%","262847","674179120","6.98%","26.47","24.79","25.00","24.06","1.97","44.06","132.55","6.93","4362703934","1515363977","82.29%","115.04%"
"20190903","688012","中微公司","76.86","4.04","5.55%","75654","575654784","8.38%","78.38","72.28","72.29","72.82","1.75","15.62","676.79","11.44","41109511862","3722066430","-5.15%","-5.15%"
"20190903","688066","航天宏图","63.28","3.33","5.55%","134659","832659920","11.23%","64.73","58.00","58.80","59.95","1.35","35.77","-","9.63","10503425110","2382312808","33.38%","33.38%"
"20190903","002957","科瑞技术","37.85","1.97","5.49%","143634","540110368","10.26%","39.21","35.53","35.97","35.88","1.60","35.03","91.57","7.22","15518499374","1551849937","74.1%","74.1%"
"20190903","300571","平治信息","47.33","2.45","5.46%","47258","221944624","8.02%","48.66","45.06","45.06","44.88","2.27","6.84","20.82","11.03","5702240526","3268122191","16.85%","8%"
"20190903","002665","首航节能","3.49","0.18","5.44%","670890","232657339","8.46%","3.60","3.32","3.34","3.31","1.97","2.97","377.46","1.32","8860135396","7874740200","-3.06%","25.09%"
"20190903","002959","小熊电器","65.68","3.37","5.41%","90797","591770512","6.15%","67.55","63.72","64.08","62.31","1.31","30.27","30.85","5.17","7881600037","1970400009","33.17%","33.17%"
"20190903","000503","国新健康","16.76","0.86","5.41%","233900","386863984","7.36%","17.01","15.84","15.92","15.90","1.43","2.60","-","13.69","15064260345","15063551933","-4.77%","8.13%"
"20190903","002446","盛路通信","9.98","0.51","5.39%","572689","557698032","6.86%","10.12","9.47","9.55","9.47","2.35","9.26","45.99","2.48","8930845264","6170376632","-2.92%","14.98%"
"20190903","002302","西部建设","11.19","0.57","5.37%","261065","286556624","5.37%","11.19","10.62","10.62","10.62","2.70","2.11","23.15","2.07","14125744132","13865067989","0.36%","26.58%"
"20190903","603679","华体科技","40.38","2.05","5.35%","35313","142920763","10.96%","42.10","37.90","38.09","38.33","2.79","8.72","40.97","6.32","4113510709","1634609054","-16.22%","83.55%"
"20190903","603228","景旺电子","49.10","2.49","5.34%","91452","439816512","7.59%","49.72","46.18","46.19","46.61","1.30","6.51","34.68","5.93","29576445132","6898295104","28.58%","-2.44%"
"20190903","300088","长信科技","7.50","0.38","5.34%","2445342","1803903008","8.01%","7.66","7.09","7.17","7.12","1.73","10.84","19.54","3.45","17241598605","16925053560","49.7%","77.73%"
"20190903","600169","太原重工","2.57","0.13","5.33%","423735","108358912","10.66%","2.68","2.42","2.46","2.44","4.32","1.65","182.12","1.57","6589364179","6589364199","-3.38%","14.73%"
"20190903","688009","中国通号","10.09","0.51","5.32%","1643103","1643097232","7.41%","10.27","9.56","9.59","9.58","2.51","13.87","23.56","2.89","106851275326","11950299615","-17.77%","-17.77%"
"20190903","002035","华帝股份","10.88","0.55","5.32%","250575","270339888","6.29%","11.00","10.35","10.38","10.33","0.98","3.20","12.14","3.61","9592059690","8518218780","-3.8%","26.07%"
"20190903","300014","亿纬锂能","41.69","2.10","5.30%","359746","1485384208","4.55%","42.40","40.60","41.00","39.59","2.36","4.39","40.42","6.19","40459100041","34148914898","66.43%","162.04%"
